gender,languages_selected,education_level,major_field_of_study,cgpa,current_year,current_semester,experties_major_gpa,experties_suggest_career,student_programming_learned,mind_stress_management,learning_style,student_expectation,preferred_work_environment,work_life_balance,internship_experience,real_world_projects_completed,certifications
male,english,bachelor's degree,information technology,2.78,1,1,3.1,IT Support Engineer,"Hardware, Networking, Troubleshooting, Ticketing Tools",low,visual,data scientist,hybrid,poor,yes,7,none
male,"tamil, english",bachelor's degree,software engineering,2.88,1,2,3.34,Hardware Engineer,"PCB Design, Electronics, Embedded C, Arduino",excellent,auditory,software engineer,hybrid,excellent,no,3,google
female,sinhala,bachelor's degree,software engineering,2.61,4,2,3.14,QA Engineer,"API Testing, Test Cases, Selenium, Jira",moderate,visual,software engineer,hybrid,excellent,no,2,cisco
female,"sinhala, tamil",bachelor's degree,information technology,2.73,2,1,2.51,Software Tester,"Test Plans, SQL, Manual Testing, Bug Tracking",moderate,visual,qa engineer,remote,excellent,no,9,aws
male,"tamil, english",bachelor's degree,cyber security,2.19,3,1,2.84,Automation Test Engineer,"TestNG, Java, CI/CD, Python",low,visual,devops engineer,hybrid,excellent,yes,6,none
male,"sinhala, tamil",bachelor's degree,cyber security,2.53,2,2,2.38,UI Designer,"Adobe XD, Color Theory, Photoshop, Prototyping",excellent,auditory,systems analyst,hybrid,poor,yes,0,cisco
male,sinhala,bachelor's degree,cyber security,3.53,3,2,2.46,UX Designer,"UX Testing, User Research, Figma, Psychology",low,visual,security engineer,onsite,average,no,6,aws
female,sinhala,bachelor's degree,data science,3.22,2,1,2.63,Product Designer,"Prototyping, Design Systems, User Flow, UI Design",excellent,kinesthetic,software engineer,remote,excellent,no,12,cisco
female,"english, sinhala",bachelor's degree,software engineering,2.93,3,2,3.59,Blockchain Developer,"Cryptography, Smart Contracts, Web3.js, Ethereum",low,kinesthetic,systems analyst,hybrid,excellent,yes,5,azure
male,sinhala,bachelor's degree,information technology,3.02,2,2,3.64,IoT Engineer,"Arduino, Sensors, C/C++, Cloud Integration",moderate,kinesthetic,software engineer,hybrid,average,yes,12,none
female,english,bachelor's degree,cyber security,2.54,4,1,3.97,Embedded Systems Engineer,"PCB Design, RTOS, Microcontrollers, Electronics",excellent,auditory,qa engineer,remote,average,yes,7,google
male,tamil,bachelor's degree,cyber security,2.74,1,2,2.31,AR/VR Developer,"3D Modeling, Blender, Unreal Engine, Unity",excellent,kinesthetic,qa engineer,remote,excellent,yes,8,azure
male,english,bachelor's degree,data science,2.54,1,2,2.64,SEO Specialist,"Backlinks, SEO Tools, HTML, Keyword Research",excellent,kinesthetic,qa engineer,remote,excellent,no,4,google
male,"english, sinhala, tamil",bachelor's degree,data science,2.42,2,1,2.75,IT Support Specialist,"Troubleshooting, Networking, Ticketing Systems, Windows",moderate,visual,data scientist,hybrid,average,no,2,aws
male,sinhala,bachelor's degree,information technology,3.32,3,1,2.27,Software Engineer,"OOP, Spring Boot, Git, Java",moderate,auditory,qa engineer,hybrid,poor,yes,3,google
male,sinhala,bachelor's degree,cyber security,2.84,4,1,2.58,Full Stack Developer,"REST API, MongoDB, Express, JavaScript",excellent,auditory,systems analyst,remote,poor,no,11,aws
female,sinhala,bachelor's degree,cyber security,2.31,2,2,2.56,Frontend Developer,"TypeScript, Tailwind CSS, JavaScript, React",excellent,visual,systems analyst,hybrid,excellent,yes,4,azure
male,english,bachelor's degree,data science,2.9,3,2,3.13,Backend Developer,"Node.js, Java, REST API, Spring Boot",low,auditory,devops engineer,hybrid,average,yes,6,aws
female,"tamil, english",bachelor's degree,computer science,3.6,3,1,2.47,Web Developer,"MySQL, Bootstrap, CSS, PHP",moderate,auditory,software engineer,hybrid,poor,yes,6,cisco
male,english,bachelor's degree,computer science,3.95,3,1,3.95,Mobile App Developer,"Swift, Flutter, Kotlin, Firebase",moderate,visual,software engineer,hybrid,excellent,yes,5,aws
female,"english, sinhala",bachelor's degree,information technology,2.66,4,2,3.07,Data Scientist,"Python, Pandas, SQL, Tableau",excellent,visual,qa engineer,onsite,excellent,no,2,none
female,"sinhala, tamil",bachelor's degree,computer science,2.88,3,2,2.44,Data Analyst,"SQL, Data Visualization, Excel, Statistics",excellent,auditory,security engineer,hybrid,average,no,2,azure
male,"tamil, english",bachelor's degree,cyber security,2.63,4,1,2.54,Machine Learning Engineer,"Pandas, Deep Learning, Scikit-learn, Python",excellent,auditory,devops engineer,remote,excellent,yes,2,cisco
male,tamil,bachelor's degree,information technology,2.24,3,2,2.23,AI Engineer,"PyTorch, TensorFlow, NLP, Python",low,kinesthetic,software engineer,remote,excellent,no,5,azure
male,"english, sinhala, tamil",bachelor's degree,cyber security,2.6,2,2,2.39,BI Developer,"ETL Tools, DAX, SQL, Power BI",low,visual,software engineer,onsite,average,no,8,azure
female,"tamil, english",bachelor's degree,data science,3.2,1,1,2.45,DevOps Engineer,"Jenkins, CI/CD, AWS, Docker",moderate,visual,data scientist,onsite,poor,no,2,azure
male,"english, sinhala, tamil",bachelor's degree,computer science,2.36,2,2,3.13,Cloud Engineer,"Terraform, Azure, GCP, Docker",low,kinesthetic,data scientist,hybrid,poor,yes,0,azure
female,tamil,bachelor's degree,information technology,3.19,2,2,2.88,Cloud Architect,"IaC, Microservices, AWS/Azure Design, Security",moderate,visual,systems analyst,hybrid,poor,yes,8,cisco
male,"sinhala, tamil",bachelor's degree,computer science,3.62,2,1,2.35,Cybersecurity Analyst,"Firewalls, Networking, Risk Analysis, Python",low,auditory,systems analyst,onsite,excellent,no,3,azure
male,tamil,bachelor's degree,computer science,3.91,2,1,3.91,Ethical Hacker,"Python, Wireshark, Nmap, Burp Suite",moderate,visual,qa engineer,hybrid,excellent,no,0,none
female,"tamil, english",bachelor's degree,cyber security,3.93,4,1,3.02,Security Engineer,"Linux, Cloud Security, Firewalls, IAM",low,visual,data scientist,onsite,poor,yes,3,aws
female,"tamil, english",bachelor's degree,computer science,2.57,1,2,2.7,Information Security Analyst,"Incident Response, Compliance, Risk Assessment, Networking",excellent,visual,qa engineer,onsite,average,no,5,google
male,english,bachelor's degree,information technology,2.93,1,2,3.64,Network Engineer,"Routing, TCP/IP, Firewalls, Cisco",low,visual,systems analyst,hybrid,average,yes,3,google
female,"sinhala, tamil",bachelor's degree,computer science,2.81,1,1,3.45,System Administrator,"Bash, Linux, Networking, Active Directory",low,kinesthetic,software engineer,onsite,poor,no,1,none
male,sinhala,bachelor's degree,computer science,3.62,1,2,2.53,IT Support Engineer,"Windows, Active Directory, Hardware, Troubleshooting",low,kinesthetic,security engineer,hybrid,average,yes,2,azure
male,sinhala,bachelor's degree,software engineering,2.15,3,2,2.71,Hardware Engineer,"Electronics, Embedded C, PCB Design, Arduino",low,visual,qa engineer,onsite,poor,no,1,google
female,english,bachelor's degree,cyber security,3.58,3,1,2.69,QA Engineer,"API Testing, Jira, SQL, Selenium",moderate,kinesthetic,systems analyst,onsite,excellent,no,12,cisco
female,sinhala,bachelor's degree,computer science,2.6,4,2,2.91,Software Tester,"Manual Testing, SQL, Selenium, Bug Tracking",low,visual,devops engineer,hybrid,average,yes,3,cisco
female,"english, sinhala, tamil",bachelor's degree,information technology,2.75,1,1,2.83,Automation Test Engineer,"Selenium, Cypress, Java, CI/CD",excellent,kinesthetic,software engineer,hybrid,excellent,yes,7,cisco
male,"sinhala, tamil",bachelor's degree,software engineering,3.61,4,2,3.36,UI Designer,"Color Theory, UI Principles, Prototyping, Photoshop",excellent,visual,security engineer,remote,poor,yes,5,azure
male,english,bachelor's degree,cyber security,2.89,3,2,2.76,UX Designer,"User Research, Prototyping, UX Testing, Wireframing",excellent,kinesthetic,devops engineer,onsite,poor,yes,10,azure
female,"english, sinhala",bachelor's degree,data science,3.92,4,1,2.54,Product Designer,"Design Systems, UX Research, Figma, UI Design",moderate,auditory,devops engineer,onsite,poor,yes,10,cisco
female,"english, sinhala, tamil",bachelor's degree,data science,2.47,4,2,2.7,Blockchain Developer,"Node.js, Cryptography, Web3.js, Smart Contracts",low,auditory,systems analyst,onsite,average,no,0,azure
male,english,bachelor's degree,information technology,3.61,2,2,3.68,IoT Engineer,"C/C++, MQTT, Raspberry Pi, Sensors",excellent,auditory,security engineer,onsite,excellent,yes,2,cisco
female,tamil,bachelor's degree,information technology,2.45,2,2,3.58,Embedded Systems Engineer,"Electronics, C/C++, RTOS, PCB Design",low,kinesthetic,data scientist,onsite,average,no,6,aws
female,"english, sinhala",bachelor's degree,software engineering,3.57,1,2,3.28,AR/VR Developer,"Blender, C#, XR SDKs, Unreal Engine",low,auditory,devops engineer,hybrid,excellent,no,12,cisco
female,english,bachelor's degree,data science,3.83,4,1,3.91,SEO Specialist,"Backlinks, Google Analytics, HTML, Keyword Research",low,auditory,software engineer,onsite,average,yes,4,google
male,tamil,bachelor's degree,software engineering,2.74,1,2,2.61,IT Support Specialist,"Active Directory, Windows, Ticketing Systems, Networking",moderate,auditory,devops engineer,onsite,average,no,1,azure
male,"english, sinhala",bachelor's degree,cyber security,3.79,3,2,3.27,Software Engineer,"Git, OOP, SQL, Java",moderate,visual,security engineer,onsite,poor,yes,3,google
male,sinhala,bachelor's degree,information technology,2.55,2,2,2.8,Full Stack Developer,"Express, JavaScript, MongoDB, REST API",low,auditory,systems analyst,remote,poor,no,3,cisco
male,sinhala,bachelor's degree,data science,2.84,1,2,3.13,Frontend Developer,"React, HTML, Tailwind CSS, CSS",moderate,kinesthetic,devops engineer,remote,poor,yes,11,none
female,"sinhala, tamil",bachelor's degree,data science,2.04,2,1,2.67,Backend Developer,"SQL, Java, Microservices, REST API",moderate,kinesthetic,devops engineer,hybrid,poor,no,10,aws
female,"sinhala, tamil",bachelor's degree,software engineering,2.94,4,2,3.34,Web Developer,"Bootstrap, MySQL, PHP, JavaScript",moderate,visual,data scientist,onsite,poor,no,12,cisco
male,english,bachelor's degree,computer science,4.0,3,1,3.39,Mobile App Developer,"Kotlin, Swift, Firebase, Flutter",moderate,kinesthetic,security engineer,remote,excellent,no,1,none
female,tamil,bachelor's degree,computer science,2.74,1,1,2.96,Data Scientist,"Python, Tableau, Machine Learning, SQL",low,auditory,devops engineer,remote,average,yes,1,none
male,tamil,bachelor's degree,computer science,2.68,2,2,3.69,Data Analyst,"Statistics, SQL, Power BI, Python",excellent,visual,data scientist,hybrid,average,no,8,cisco
male,"english, sinhala, tamil",bachelor's degree,computer science,2.28,1,2,2.92,Machine Learning Engineer,"Scikit-learn, Python, Deep Learning, TensorFlow",moderate,visual,qa engineer,onsite,excellent,yes,3,none
male,sinhala,bachelor's degree,computer science,2.58,3,2,2.8,AI Engineer,"PyTorch, LLMs, Python, Data Processing",excellent,auditory,devops engineer,onsite,poor,yes,9,none
female,"tamil, english",bachelor's degree,cyber security,2.25,4,1,2.89,BI Developer,"SQL, DAX, Tableau, ETL Tools",excellent,auditory,software engineer,remote,excellent,no,6,google
female,"tamil, english",bachelor's degree,cyber security,3.0,3,2,3.55,DevOps Engineer,"CI/CD, Linux, Docker, AWS",excellent,auditory,systems analyst,onsite,excellent,no,5,none
female,"tamil, english",bachelor's degree,information technology,3.37,4,2,2.78,Cloud Engineer,"Azure, AWS, GCP, Docker",low,auditory,software engineer,hybrid,excellent,no,7,aws
male,tamil,bachelor's degree,computer science,3.14,2,1,2.97,Cloud Architect,"AWS/Azure Design, IaC, Security, Scalability",excellent,visual,systems analyst,onsite,average,yes,11,google
female,"tamil, english",bachelor's degree,cyber security,2.82,2,2,2.58,Cybersecurity Analyst,"Firewalls, Networking, Python, SIEM",low,visual,devops engineer,remote,poor,yes,11,google
male,"english, sinhala, tamil",bachelor's degree,computer science,3.74,2,2,3.4,Ethical Hacker,"Metasploit, Python, Nmap, Wireshark",low,auditory,data scientist,hybrid,poor,yes,1,azure
female,sinhala,bachelor's degree,cyber security,3.64,1,1,3.73,Security Engineer,"SIEM, Linux, Cloud Security, IAM",moderate,auditory,qa engineer,hybrid,average,yes,7,google
female,"english, sinhala",bachelor's degree,cyber security,3.31,2,2,2.46,Information Security Analyst,"SOC Tools, Incident Response, Risk Assessment, SIEM",moderate,auditory,security engineer,hybrid,poor,yes,11,aws
female,"sinhala, tamil",bachelor's degree,information technology,2.24,2,1,3.23,Network Engineer,"Switching, Routing, Firewalls, VPN",excellent,auditory,data scientist,remote,average,yes,12,none
male,"sinhala, tamil",bachelor's degree,cyber security,2.09,4,2,2.29,System Administrator,"Active Directory, Windows Server, Bash, Networking",excellent,kinesthetic,security engineer,remote,average,yes,11,cisco
female,"english, sinhala",bachelor's degree,information technology,2.5,3,1,3.69,IT Support Engineer,"Ticketing Tools, Active Directory, Hardware, Troubleshooting",moderate,visual,security engineer,onsite,average,no,5,google
male,tamil,bachelor's degree,cyber security,2.58,3,2,2.86,Hardware Engineer,"Arduino, Embedded C, Microcontrollers, Electronics",moderate,auditory,systems analyst,onsite,poor,no,4,none
female,"sinhala, tamil",bachelor's degree,computer science,2.24,4,1,3.0,QA Engineer,"Manual Testing, SQL, API Testing, Jira",low,auditory,systems analyst,remote,average,no,6,azure
male,"english, sinhala",bachelor's degree,information technology,2.68,4,1,2.24,Software Tester,"SQL, Agile, Manual Testing, Bug Tracking",moderate,auditory,qa engineer,remote,excellent,yes,4,none
male,sinhala,bachelor's degree,information technology,3.92,3,2,2.63,Automation Test Engineer,"Selenium, CI/CD, Python, Cypress",excellent,auditory,software engineer,hybrid,poor,no,5,none
female,sinhala,bachelor's degree,information technology,3.1,2,1,3.24,UI Designer,"Adobe XD, UI Principles, Color Theory, Figma",moderate,kinesthetic,software engineer,remote,excellent,yes,5,none
female,"tamil, english",bachelor's degree,information technology,2.56,4,2,3.45,UX Designer,"Figma, Psychology, Wireframing, Prototyping",low,kinesthetic,security engineer,remote,excellent,no,7,azure
female,"tamil, english",bachelor's degree,software engineering,3.15,3,1,2.69,Product Designer,"Design Systems, UX Research, UI Design, Prototyping",moderate,visual,devops engineer,remote,poor,no,11,none
male,tamil,bachelor's degree,cyber security,2.96,2,2,2.97,Blockchain Developer,"Node.js, Solidity, Smart Contracts, Web3.js",low,auditory,software engineer,remote,excellent,yes,12,aws
female,"english, sinhala",bachelor's degree,cyber security,3.41,1,2,2.55,IoT Engineer,"Raspberry Pi, Sensors, Arduino, MQTT",excellent,visual,devops engineer,onsite,average,yes,1,azure
female,"tamil, english",bachelor's degree,cyber security,3.76,4,2,2.51,Embedded Systems Engineer,"IoT, PCB Design, Microcontrollers, RTOS",excellent,kinesthetic,qa engineer,hybrid,poor,no,2,azure
male,"sinhala, tamil",bachelor's degree,computer science,2.8,1,1,3.01,AR/VR Developer,"3D Modeling, Blender, XR SDKs, Unity",moderate,auditory,data scientist,onsite,average,yes,2,aws
female,english,bachelor's degree,information technology,3.6,3,1,3.91,SEO Specialist,"Google Analytics, HTML, Content Strategy, Backlinks",moderate,auditory,software engineer,remote,poor,no,1,aws
female,"english, sinhala, tamil",bachelor's degree,information technology,3.67,2,1,3.94,IT Support Specialist,"Windows, Ticketing Systems, Troubleshooting, Active Directory",low,kinesthetic,data scientist,hybrid,average,no,5,google
male,sinhala,bachelor's degree,information technology,3.88,2,1,2.55,Software Engineer,"Java, Python, OOP, Git",excellent,kinesthetic,security engineer,onsite,excellent,yes,2,google
female,tamil,bachelor's degree,cyber security,3.34,1,2,3.99,Full Stack Developer,"MongoDB, REST API, Express, Node.js",low,visual,systems analyst,hybrid,poor,yes,9,azure
female,"sinhala, tamil",bachelor's degree,software engineering,2.82,1,1,3.14,Frontend Developer,"HTML, React, CSS, TypeScript",low,auditory,software engineer,hybrid,average,yes,7,aws
female,"tamil, english",bachelor's degree,information technology,3.51,2,2,3.22,Backend Developer,"SQL, Spring Boot, REST API, Java",excellent,visual,devops engineer,onsite,poor,yes,7,google
female,"english, sinhala",bachelor's degree,data science,2.69,3,1,3.94,Web Developer,"HTML, CSS, JavaScript, Bootstrap",low,visual,systems analyst,hybrid,excellent,no,11,aws
