Gender,District_Location,Education_Stream,Soft_Skills,Key_Skils,Current_semester,GPA,Experties_Preferred_GPA,Experties_preferred_tech_skills,Experties_preferred_Skills,Experties_Preferred_Career_Field,English_score,Ocean_Openness,Ocean_Conscientiousness,Ocean_Extraversion,Ocean_Agreeableness,Ocean_Neuroticism,Riasec_Realistic,Riasec_Investigative,Riasec_Artistic,Riasec_Social,Riasec_Enterprising,Riasec_Conventional,Learning_Style,Course_Recommendation,University_Recommendation,Skill_Gap_Score,Feedback_Score,Data_Consent,Timestamp
Male,Hambantota,Arts Stream,"Emotional Intelligence, Highly Empathetic","AWS VPC, IAM, ECS, CloudWatch, Terraform",2Y2S,3.9,3.2,"SQL, Excel, Power BI (Basic)","Public Speaking, Confidence, Articulation;",DevOps / Cloud Engineer,80,1,4,3,5,3,4,1,5,8,6,3,Kinesthetic,,,,,,
Female,Kurunegala,Arts Stream,"Public Speaking, Storytelling Genius","Java, Git, MySQL",2Y2S,1,3.3,"Wireshark, Nmap, Python, OWASP, Penetration Testing","Emotional Intelligence, Heartfelt Understanding",Data Science & Analytics,48,5,3,4,2,1,5,5,10,4,9,6,Read/Write,,,,,,
Female,Hambantota,Bio Stream,"Teamwork, Always Cooperative","Wireshark, Nmap, Burp Suite, Python, Vulnerability Assessment, Firewall, IDS/IPS",1Y2S,3.7,3,"Python, Jupyte","Time Management, Super Productive",Data Science & Analytics,43,1,1,1,3,5,7,9,5,8,7,6,Visual,,,,,,
Female,Matara,Arts Stream,"Problem Solving, Infinite Solver","Python, Pandas, Google Colab",2Y2S,3,3,"React.js, TypeScript, Tailwind CSS, Git, Redux;","Communication, Pure Connection",Cybersecurity / Network Engineer,38,4,4,4,1,4,6,5,4,10,7,10,Visual,,,,,,
Female,Polonnaruwa,Bio Stream,"Communication, Smooth & Natural","C++, Python, Git, Algorithms, Data Structures, Linux",1Y2S,1,3,"React.js, Node.js, MongoDB, Express.js, Redux;","Time Management, Disciplined",DevOps / Cloud Engineer,63,5,2,1,5,2,2,9,1,1,9,6,Aural,,,,,,
Female,Kalutara,Bio Stream,"Presentation Skills, Smooth Communicator","React.js, Node.js, MongoDB, Express.js, Git",1Y2S,1,3,"HTML, CSS, Bootstrap, JavaScript","Leadership, Strong Executor",Data Science & Analytics,92,2,5,3,2,2,8,7,5,8,3,4,Visual,,,,,,
Male,Gampaha,Arts Stream,"Problem Solving, Changes World","Docker, Kubernetes, Jenkins, Bash, Terraform",1Y1S,2.6,3,"Figma, Canva, Basic Wireframing, Prototyping, Color Theory","Time Management, Organization, Productivity;",Software Engineer / Backend,67,1,2,4,3,2,9,2,5,1,6,4,Read/Write,,,,,,
Female,Gampaha,Bio Stream,"Public Speaking, Bold Performer","Java, Spring Boot, MySQL, Git, REST APIs, Docker, Maven, IntelliJ",2Y1S,1.3,3.2,"Figma, Prototyping, User Research, Wireframing, WCAG;","Critical Thinking, Refined Judgment",DevOps / Cloud Engineer,98,1,5,3,1,5,6,8,2,9,8,10,Visual,,,,,,
Male,Monaragala,Commerce Stream,"Leadership, Forward Thinker","HTML5, CSS3, React.js, Bootstrap 5, Git",2Y2S,2.6,3.3,"Kubernetes, Docker, GitOps, ArgoCD, Prometheus;","Communication, Boundless Understanding",AI / Machine Learning Engineer,38,2,5,2,3,4,1,2,2,2,6,3,Visual,,,,,,
Male,Kilinochchi,Bio Stream,"Communication, Writing Skills, Listening","HTML, CSS, Bootstrap",1Y1S,2.1,3,"SQL, Excel, Power BI (Basic)","Teamwork, Unites Every Team",Data Science & Analytics,76,4,5,5,4,3,1,9,2,1,2,2,Kinesthetic,,,,,,
Female,Batticaloa,Maths Stream,"Time Management, Prioritization, Multitasking","Java, Python, Spring Boot, MySQL, Git, RESTful APIs, Docker, JUnit, Postman",2Y2S,1.8,3.3,"HTML, CSS, React.js","Leadership, Guidance, Mentorship;",Frontend / Web Developer,86,2,4,2,3,2,4,2,9,9,7,3,Visual,,,,,,
Male,Vavuniya,Arts Stream,"Problem Solving, Resilience, Determination","Node.js, NestJS, TypeScript, PostgreSQL, GraphQL, Prisma, Docker",1Y2S,1.3,3.2,"Python, Pandas, Jupyter","Adaptability, Adjusts Like Water",AI / Machine Learning Engineer,52,2,5,3,4,4,7,8,9,3,7,9,Visual,,,,,,
Male,Galle,Commerce Stream,"Communication, Divine Connection","Node.js, Express.js",2Y1S,2.9,3,"SQL, Python, Power BI, Excel (Advanced), Statistics;","Leadership, Strong Potential",Data Science & Analytics,100,1,3,4,2,1,7,2,7,9,9,8,Aural,,,,,,
Male,Jaffna,Maths Stream,"Public Speaking, Engaging Voice","Git, Docker Desktop, Basic Linux Commands, VS Code, GitHub",1Y2S,3.9,3.2,"Figma, Adobe XD, User Testing, Accessibility","Public Speaking, Teamwork, Adaptability",Frontend / Web Developer,99,1,3,4,4,4,2,6,8,8,9,5,Visual,,,,,,
Male,Gampaha,Bio Stream,"Critical Thinking, Knows All","Kali Linux, Nmap, TryHackMe",1Y1S,3,3.3,"Java, Spring Boot, MySQL, Git, REST APIs;","Leadership, Inspiration, Empowerment;",Data Science & Analytics,42,4,3,3,2,5,7,5,2,2,10,1,Visual,,,,,,
Female,Trincomalee,Commerce Stream,"Leadership, Delegation, Conflict Management","Python, Pandas",2Y2S,1.5,3.3,"Python, Google Colab","Adaptability, Very Flexible",Data Science & Analytics,98,3,5,2,2,2,8,2,3,3,8,2,Kinesthetic,,,,,,
Female,Puttalam,Maths Stream,"Communication, Clarity, Sincerity","AWS, Docker, Kubernetes, Terraform, CI/CD",1Y2S,2.7,3.3,"Adobe XD, Figma, Framer, User Research","Critical Thinking, Reasoning, Insight;",Mobile App Developer,60,3,3,5,4,1,10,3,9,8,8,5,Read/Write,,,,,,
Female,Kurunegala,Maths Stream,"Communication, Teamwork, Time Management","Java, Spring Boot, Git, MySQL, Docker, JUnit",2Y1S,3,2.8,"PyTorch, TensorFlow, Scikit-learn, FastAPI","Communication, Clear & Respectful",DevOps / Cloud Engineer,85,2,2,4,5,4,8,3,6,1,7,4,Aural,,,,,,
Male,Polonnaruwa,Maths Stream,"Creativity, Unique Perspective","HTML, CSS, React.js",2Y1S,1.5,3.3,"SQL, Excel, Power BI (Basic), Google Sheets, Pandas","Emotional Intelligence, Gentle Heart",DevOps / Cloud Engineer,90,4,3,5,2,2,6,2,1,6,7,2,Visual,,,,,,
Female,Matale,Bio Stream,"Creativity, Brainstorming, Originality","Git, VS Code",1Y2S,1,3,"Python, R, Scikit-learn, TensorFlow, Statistics;","Teamwork, Synergy, Support;",DevOps / Cloud Engineer,83,1,4,2,4,4,6,6,4,6,2,2,Read/Write,,,,,,
Male,Ampara,Bio Stream,"Teamwork, Team Accelerator","TensorFlow, Keras, PyTorch, OpenCV, NLP",1Y2S,3.5,3.3,"AWS EC2, RDS, CloudWatch, Route53, Terraform","Teamwork, Positive Contributor",Data Science & Analytics,71,2,5,5,3,3,8,1,6,5,4,3,Aural,,,,,,
Male,Mannar,Commerce Stream,"Teamwork, Family, Forever","Adobe XD, Figma, Framer, Interaction Design",2Y2S,3.7,3.3,"HTML, CSS, JavaScript","Emotional Intelligence, Self-Awareness, Relationship Building;",Data Science & Analytics,69,3,3,1,5,5,5,4,6,8,4,3,Read/Write,,,,,,
Male,Polonnaruwa,Bio Stream,"Emotional Intelligence, Compassion Engine","Git, Docker",2Y2S,1.1,3.3,"TensorFlow, PyTorch, Docker, AWS SageMaker","Time Management, Organization, Stress Management",Data Science & Analytics,45,3,1,4,4,2,4,6,3,9,5,9,Aural,,,,,,
Male,Kandy,Bio Stream,"Time Management, Always On Time","Python, R, XGBoost, Feature Engineering, SQL",2Y2S,1.5,3,"AWS EC2, RDS, VPC, IAM, Terraform;","Problem Solving, Analytical Skills, Detail-Oriented;",Data Science & Analytics,92,2,3,2,1,4,10,2,4,7,4,1,Visual,,,,,,
Female,Mullaitivu,Bio Stream,"Leadership, Encouraging Mentor","Node.js, NestJS, TypeScript, GraphQL, Prisma",2Y1S,2,3,"Java, Spring Boot, Microservices, Docker, Git;","Emotional Intelligence, Saint Level",UI/UX Designer,95,3,3,1,5,5,6,3,9,2,10,6,Mixed (Visual + Read/Write),,,,,,
Male,Ampara,Arts Stream,"Problem Solving, Breaks Any Barrier","Figma, Canva, Basic Wireframing, Prototyping, Color Theory, Free Icons",1Y2S,4.2,3,"Python, Pandas, Scikit-learn, Jupyter, SQL;","Presentation Skills, Visual Communication, Engagement;",Data Science & Analytics,87,2,2,5,3,4,7,6,9,6,8,7,Visual,,,,,,
Other,Kurunegala,Bio Stream,"Communication, Divine, Cosmic","Java, Spring Boot, Microservices, Docker, Git",2Y1S,2.6,3,"TensorFlow, PyTorch, Scikit-learn, AWS SageMaker","Teamwork, Collaboration, Synergy;",Data Science & Analytics,70,4,3,3,2,4,5,2,4,3,9,6,Read/Write,,,,,,
Female,Ratnapura,Bio Stream,"Time Management, Efficiency, Focus","Java, VS Code, Git, MySQL",1Y2S,3.4,3.2,"Kubernetes, Docker, Jenkins, Terraform, Linux;","Communication, Warm Professionalism",Frontend / Web Developer,75,4,2,1,1,4,2,4,8,6,5,6,Mixed (Visual + Read/Write),,,,,,
Female,Matale,Maths Stream,"Teamwork, Cosmic Unity","SQL, Excel",1Y1S,4.4,3,"Flutter, Dart","Critical Thinking, Sharp Mind",Data Science & Analytics,56,2,2,3,1,1,5,9,1,10,2,2,Visual,,,,,,
Female,Matara,Commerce Stream,"Communication, Writing Skills, Listening","Figma, Adobe XD, User Flows, Prototyping, A/B Testing, Design Thinking, Framer",1Y1S,2.4,3.2,"AWS VPC, IAM, ECS, CloudWatch, Terraform;","Leadership, Delegation, Conflict Management",UI/UX Designer,64,1,5,2,5,4,4,1,2,7,2,4,Visual,,,,,,
Female,Anuradhapura,Technology Stream,"Critical Thinking, Analysis, Synthesis","AWS, Serverless, Lambda, S3, CloudFront",1Y2S,1.8,3.3,"Python, Pandas, Excel, Matplotlib","Emotional Intelligence, Socially Aware",Data Science & Analytics,82,4,4,1,4,4,10,6,6,9,3,7,Visual,,,,,,
Female,Batticaloa,Bio Stream,"Leadership, Motivator","SQL, Python, Power BI, Excel Advanced, Statistics, Data Modeling, ETL Basics",1Y2S,4.2,3.3,"Java, Spring Boot, Microservices, Git, Docker","Emotional Intelligence, Emotionally Mature",Data Science & Analytics,84,2,5,1,4,4,5,1,7,3,1,3,Visual,,,,,,
Female,Kurunegala,Bio Stream,"Emotional Intelligence, Self-Control, Awareness","AWS, Serverless, Lambda, S3, CloudFront",2Y2S,3.2,3,"React.js, Next.js, Tailwind CSS, TypeScript;","Presentation Skills, Graceful Presenter",Data Science & Analytics,70,3,4,2,5,5,5,7,1,4,2,5,Visual,,,,,,
Male,Kegalle,Bio Stream,"Communication, Emotional Intelligence, Networking","SQL, Python, Power BI, DAX, Excel, Statistics, Data Modeling",1Y1S,2.4,3.2,"Figma, Canva, Basic UI/UX, Prototyping","Teamwork, Team-First Attitude",Data Science & Analytics,99,5,3,3,2,2,7,6,3,9,3,1,Kinesthetic,,,,,,
Male,Monaragala,Bio Stream,"Problem Solving, Solution-Oriented, Persistence","Java, Python, VS Code, Git, MySQL, Basic REST APIs",2Y2S,1.8,3.2,"Java, Python, Git","Creativity, Innovation, Experimentation;",DevOps / Cloud Engineer,49,2,1,5,1,4,1,8,1,9,2,5,Kinesthetic,,,,,,
Other,Matale,Bio Stream,"Emotional Intelligence, Enlightenment, Peace","AWS, Docker, Kubernetes, Terraform, Ansible",1Y1S,1,3,"Python, Google Colab, Jupyter Notebook, Pandas, Matplotlib","Adaptability, Learning Mindset, Growth;",IT / Technology Generalist,86,1,1,4,1,2,4,4,8,2,8,2,Visual,,,,,,
Female,Trincomalee,Bio Stream,"Leadership, Born Leader","AWS, Docker, Kubernetes, Terraform, Ansible",2Y1S,3.2,3.2,"Kali Linux, TryHackMe","Public Speaking, Charismatic Presence",Data Science & Analytics,84,4,3,4,5,4,7,7,8,9,2,6,Visual,,,,,,
Male,Mannar,Commerce Stream,"Communication, Warm Professionalism","Figma, Adobe XD, User Flows, Prototyping, A/B Testing, Design Thinking, Framer",2Y1S,3.4,3,"Kali Linux, Wireshark, Nmap, Python, Ethical Hacking;","Teamwork, Trusted Collaborator",Frontend / Web Developer,57,1,5,3,5,5,6,2,4,2,5,7,Aural,,,,,,
Other,Mullaitivu,Bio Stream,"Teamwork, Collaboration, Reliability","Java, VS Code, Git, MySQL",2Y1S,1.8,3.2,"Docker, Kubernetes, Jenkins, Terraform, Bash","Time Management, Plans With Perfection",DevOps / Cloud Engineer,79,2,4,3,4,3,9,10,3,10,2,2,Visual,,,,,,
Male,Kurunegala,Maths Stream,"Communication, Emotional Intelligence, Networking","TensorFlow, PyTorch, OpenCV, NLP (Transformers), Docker, FastAPI, MLflow",2Y1S,1.5,3.2,"React.js, Node.js, Express.js, MongoDB, Redux;","Time Management, Deadline Champion",Software Engineer / Backend,83,1,4,2,3,3,1,6,6,6,6,7,Aural,,,,,,
Female,Batticaloa,Maths Stream,"Teamwork, Energy Booster","Python, Java, Git, MySQL, Docker, Spring Boot",2Y2S,4.8,3,"HTML5, CSS3, React.js, Bootstrap 5, Git","Presentation Skills, Naturally Persuasive",DevOps / Cloud Engineer,68,2,3,3,5,3,5,5,3,8,3,10,Kinesthetic,,,,,,
Female,Vavuniya,Maths Stream,"Creativity, Artistic Brain","AWS VPC, Lambda, DynamoDB, API Gateway, CDK",2Y1S,2.9,3.2,"React.js, TypeScript, Tailwind CSS, Git, Redux;","Public Speaking, Powerful Presence",UI/UX Designer,59,4,5,5,3,5,5,4,1,1,1,8,Visual,,,,,,
Female,Kilinochchi,Bio Stream,"Problem Solving, Limitless Reasoning","Python, Jupyter, Pandas",2Y2S,3.2,3.2,"AWS Lambda, DynamoDB, API Gateway, CDK, S3;","Creativity, Innovation, Attention to Detail",DevOps / Cloud Engineer,50,5,1,4,4,1,1,10,6,5,1,4,Visual,,,,,,
Female,Matale,Technology Stream,"Emotional Intelligence, Heartfelt Understanding","TensorFlow, PyTorch, MLflow, Docker, AWS",1Y2S,2.1,2.8,"HTML, CSS, React.js, MongoDB","Teamwork, Supportive Ally",Data Science & Analytics,77,1,1,5,4,3,2,7,1,10,4,10,Visual,,,,,,
Male,Mannar,Technology Stream,"Creativity, Endless Ideas","Python, Jupyter, Pandas",2Y1S,4.9,3.2,"React.js, Tailwind CSS, JavaScript, Git","Teamwork, Universal Connector",Frontend / Web Developer,68,2,5,1,3,2,7,4,2,4,4,9,Visual,,,,,,
Female,Jaffna,Maths Stream,"Problem Solving, Always Right","Python, Pandas, Scikit-learn, TensorFlow, Statistics, Model Evaluation, Jupyter",2Y2S,4.2,3.2,"Java, Spring Boot, Kafka, REST APIs, JUnit","Emotional Intelligence, Empathy, Care;",Data Science & Analytics,94,2,4,4,4,5,6,3,9,9,10,3,Mixed (Visual + Kinesthetic),,,,,,
Male,Vavuniya,Maths Stream,"Creativity, Revolution, Change","TensorFlow, Keras, PyTorch, Docker, MLflow, AWS, Computer Vision, GANs",2Y2S,1,3.3,"Docker, Kubernetes, Jenkins, Terraform, Bash","Time Management, Scheduling, Reliability;",Frontend / Web Developer,55,3,1,1,4,5,6,3,3,3,2,1,Visual,,,,,,
Male,Nuwara Eliya,Bio Stream,"Leadership, Motivational","Java, Spring Boot, Kafka, REST APIs, JUnit",1Y2S,4.8,3,"Python, Pandas, Matplotlib","Adaptability, Learns Instantly",IT / Technology Generalist,59,2,5,1,4,2,6,1,8,1,6,5,Visual,,,,,,
Female,Kandy,Bio Stream,"Adaptability, Handles Pressure Well","Figma, Wireframing, Prototyping, User Flows, A/B Testing",2Y1S,2.6,3.3,"Python, Google Colab","Critical Thinking, Adaptability, Self-Motivation",Frontend / Web Developer,74,4,2,1,4,5,4,2,6,7,4,8,Aural,,,,,,
Male,Gampaha,Commerce Stream,"Creativity, Fresh Ideas","Kali Linux, Wireshark, Nmap, Burp Suite, Python Scripting, Ethical Hacking, OWASP Top 10",2Y1S,4.5,3.3,"Kubernetes, Docker, Helm, Prometheus, Linux","Teamwork, Coordination, Trust Building;",Data Science & Analytics,81,3,4,1,2,1,8,3,4,9,5,6,Visual,,,,,,
Female,Colombo,Bio Stream,"Time Management, Planning, Execution","Node.js, Express.js, MongoDB, JWT, TypeScript",2Y2S,2.4,3,"Java, Spring Boot, Microservices, Docker, Git;","Teamwork, Interpersonal Skills, Positive Attitude",Frontend / Web Developer,87,2,2,2,2,5,5,1,6,1,7,1,Kinesthetic,,,,,,
Female,Kandy,Maths Stream,"Communication, Writing Skills, Listening","React.js, Node.js, Express.js, MongoDB, Redux, Docker, Git, JWT",2Y1S,2.4,3.2,"Python, Google Colab","Creativity, Original Thinker",DevOps / Cloud Engineer,78,3,5,5,5,4,5,2,9,5,2,6,Visual,,,,,,
Female,Trincomalee,Maths Stream,"Creativity, Inventive Mind","Python Scripting, Metasploit, Kali Linux, OWASP",1Y2S,3.4,3,"Java, VS Code, Git","Adaptability, Unbreakable",AI / Machine Learning Engineer,95,5,3,2,3,4,3,4,7,4,3,10,Visual,,,,,,
Male,Trincomalee,Bio Stream,"Teamwork, Powerful Unity","Java, Spring Boot, Hibernate, REST APIs",1Y1S,2.4,3.2,"Python, Pandas","Time Management, Perfection, Legacy;",Data Science & Analytics,57,1,5,3,3,5,3,1,3,5,6,4,Kinesthetic,,,,,,
Female,Hambantota,Maths Stream,"Communication, Teamwork, Time Management","Python, Django, Git, PostgreSQL, Celery",1Y2S,4.8,3.3,"Node.js, Express.js, Postman","Emotional Intelligence, Empathy, Social Skills;",Data Science & Analytics,100,2,4,1,3,5,7,9,3,9,1,1,Aural,,,,,,
Male,Kalutara,Commerce Stream,"Time Management, Planning, Goal Setting","Flutter, Dart, Firebase Auth, Bloc, Git",1Y1S,2.9,3.3,AWS EC2,"Teamwork, Collaboration, Reliability",IT / Technology Generalist,57,3,5,3,5,3,3,7,2,2,4,1,Aural,,,,,,
Female,Ratnapura,Arts Stream,"Adaptability, Learns Instantly",AWS Free Tier,2Y2S,4.9,3.3,"HTML, CSS, React.js, Node.js, Express.js","Adaptability, Flexibility, Versatility;",Data Science & Analytics,91,2,1,3,1,5,2,3,4,9,9,1,Kinesthetic,,,,,,
Other,Jaffna,Technology Stream,"Leadership, Strength in Guidance","Figma, Wireframing, Prototyping, User Flows, A/B Testing",1Y2S,1.1,3,"Python, Jupyter, Pandas","Presentation Skills, Engagement, Enthusiasm;",AI / Machine Learning Engineer,97,3,2,1,1,1,3,4,9,3,3,5,Visual,,,,,,
Male,Kegalle,Bio Stream,"Teamwork, Team-First Attitude","PyTorch, TensorFlow, Scikit-learn, MLflow",2Y1S,3.2,3,"AWS EC2, S3","Time Management, Reliable Scheduler",Data Science & Analytics,47,1,3,4,1,5,9,4,9,3,6,2,Visual,,,,,,
Male,Badulla,Bio Stream,"Time Management, Perfectly Timed","AWS, Docker, Kubernetes, Jenkins, Terraform, Bash, CI/CD",2Y2S,4.8,3.2,"Kali Linux, Wireshark, Nmap, Python Scripting","Teamwork, Planet-Level Cooperation",Frontend / Web Developer,64,5,3,3,1,3,7,4,6,3,5,6,Visual,,,,,,
Male,Batticaloa,Bio Stream,"Problem Solving, Creative Fixer","Figma, Adobe XD, Design Systems, Accessibility",1Y1S,1.3,3,"Python, R, Scikit-learn, Feature Engineering","Time Management, Scheduling, Reliability;",AI / Machine Learning Engineer,55,3,3,4,3,3,2,2,5,9,6,2,Visual,,,,,,
Male,Kilinochchi,Bio Stream,"Teamwork, Team-First Attitude","Python, Scikit-learn, Pandas, Jupyter, SQL",2Y1S,1.9,2.8,"TensorFlow, PyTorch, OpenCV, NLP (Transformers), Docker","Communication, Writing Skills, Listening;",Data Science & Analytics,50,5,5,2,5,5,1,5,5,3,7,3,Visual,,,,,,
Female,Polonnaruwa,Arts Stream,"Leadership, Inspirational","SQL, Excel, Power BI",1Y2S,2.6,3,"TensorFlow, PyTorch, FastAPI, Docker, AWS","Communication, Clear Thought Flow",DevOps / Cloud Engineer,53,5,2,2,4,4,10,4,6,4,5,8,Kinesthetic,,,,,,
Male,Badulla,Maths Stream,"Time Management, Organization, Stress Management","Python, Pandas, Scikit-learn, TensorFlow, Statistics, Model Evaluation, Jupyter",2Y2S,2,3,"MERN Stack, TypeScript, Docker, Git, Firebase","Time Management, Prioritizes Perfectly",DevOps / Cloud Engineer,58,3,3,1,3,1,5,6,9,1,5,1,Kinesthetic,,,,,,
Male,Ampara,Bio Stream,"Emotional Intelligence, Empathy, Compassion","Node.js, MongoDB",1Y2S,2.4,3.2,"Git, Docker Desktop","Communication, Clear Communicator",Mobile App Developer,52,3,4,4,4,3,5,1,4,9,5,4,Kinesthetic,,,,,,
Male,Nuwara Eliya,Arts Stream,"Teamwork, Spark of Cooperation","Kubernetes, Docker, Ansible, Terraform, Linux",2Y1S,1.8,3,"Python, Pandas, Excel","Time Management, Organization, Orderliness;",Frontend / Web Developer,48,2,3,1,3,3,3,1,7,4,5,7,Visual,,,,,,
Male,Kandy,Maths Stream,"Public Speaking, Inspires Crowds","Java, Spring Boot, Microservices, Docker, Git",2Y2S,1.5,3.3,"Kali Linux, Wireshark, Python, Ethical Hacking, Firewall;","Communication, Smooth & Natural",DevOps / Cloud Engineer,79,2,3,1,3,1,10,4,7,3,4,2,Kinesthetic,,,,,,
Female,Jaffna,Technology Stream,"Adaptability, Very Flexible","Git, Docker Desktop, Basic Linux",1Y1S,3.9,3.2,"C#, .NET Core, SQL Server, Git, Entity Framework","Public Speaking, Charismatic Presence",DevOps / Cloud Engineer,57,2,4,1,3,3,10,10,10,8,7,10,Visual,,,,,,
Male,Badulla,Arts Stream,"Creativity, Unique Perspective","HTML, CSS, JavaScript",3Y1S,2.4,3,"HTML, CSS, React.js, Node.js, MongoDB","Leadership, Conflict Resolution, Negotiation",Frontend / Web Developer,87,1,2,2,5,4,4,1,8,6,2,4,Mixed (Visual + Kinesthetic),,,,,,
Male,Colombo,Bio Stream,"Public Speaking, Powerful Presence","AWS Lambda, DynamoDB, S3, API Gateway, CloudWatch",2Y1S,4.9,3.3,"Python, Google Colab, Jupyter Notebook, Pandas, Matplotlib","Leadership, Quiet Authority",Data Science & Analytics,72,3,1,4,5,1,1,4,7,9,10,4,Visual,,,,,,
Male,Vavuniya,Maths Stream,"Leadership, Natural Charisma","React.js, Next.js, TypeScript, Vercel, Git",1Y2S,4,2.8,"AWS VPC, IAM, ECS, CloudWatch, Terraform;","Critical Thinking, Research Skills, Objectivity;",Data Science & Analytics,52,4,5,3,2,5,6,8,7,8,7,5,Visual,,,,,,
Female,Colombo,Maths Stream,"Teamwork, Supportive Ally","Python, Pandas, Google Colab",1Y1S,2.6,3.3,"Java, Python, Spring Boot, Git, Docker","Presentation Skills, Professional Delivery",AI / Machine Learning Engineer,58,3,1,5,4,4,5,5,3,3,6,7,Visual,,,,,,
Female,Jaffna,Bio Stream,"Time Management, Plans With Perfection","SQL, Excel, Power BI (Basic)",1Y1S,2.4,3.3,"AWS, Docker, Kubernetes, Terraform, CI/CD","Teamwork, Collaboration, Unity;",Mobile App Developer,89,4,5,4,2,1,3,4,3,2,1,1,Read/Write,,,,,,
Other,Matara,Arts Stream,"Critical Thinking, Knows All","HTML, CSS, Bootstrap",1Y2S,4,3,"Python, FastAPI, Docker, PostgreSQL, Git","Leadership, Natural Leader",DevOps / Cloud Engineer,97,4,5,5,5,1,9,5,1,3,2,3,Kinesthetic,,,,,,
Male,Galle,Maths Stream,"Creativity, Out-of-Box Thinking, Vision","TensorFlow, PyTorch, MLflow, Docker, AWS",2Y2S,1.9,3,"Node.js, Express.js","Leadership, Commands Respect",UI/UX Designer,93,2,2,1,3,1,9,5,10,3,4,9,Visual,,,,,,
Male,Kilinochchi,Maths Stream,"Leadership, Vision, Inspiration","Flutter, Dart, Firebase Auth, Bloc, Push Notifications, Google Maps, Payment Gateway",2Y2S,4,3.3,"Java, Spring Boot, Kafka, PostgreSQL, JUnit;","Time Management, Organization, Stress Management",Mobile App Developer,93,2,1,2,3,2,9,1,1,5,10,2,Aural,,,,,,
Male,Vavuniya,Commerce Stream,"Presentation Skills, Lights Up the Room","SQL, Excel, Power BI (Basic), Google Sheets, Pandas",2Y2S,2.9,3,"Kali Linux, Wireshark, Python, Ethical Hacking, Firewall;","Leadership, Accountability, Courage;",UI/UX Designer,45,4,4,3,4,5,3,8,9,5,10,3,Aural,,,,,,
Female,Vavuniya,Bio Stream,"Adaptability, Resilience, Positive Attitude","Kubernetes, Docker, Jenkins, Terraform, Linux",2Y2S,3.4,3,"Python, Google Colab, Scikit-learn","Teamwork, Eternal Bond",AI / Machine Learning Engineer,81,1,5,2,5,4,5,8,3,10,2,10,Visual,,,,,,
Female,Kandy,Maths Stream,"Time Management, Perfection, Legacy","PyTorch, OpenCV, TensorFlow, MLflow, FastAPI",2Y1S,2.6,3.3,"Java, Python, Spring Boot, MySQL, Git","Problem Solving, Smart Analyst",AI / Machine Learning Engineer,86,3,2,2,2,4,2,8,9,6,1,6,Aural,,,,,,
Other,Colombo,Technology Stream,"Communication, Clarity, Confidence","Figma, Wireframing, Prototyping, User Testing",1Y2S,3.7,3.2,"Python, Pandas, Google Colab","Problem Solving, Logical Reasoning, Patience",IT / Technology Generalist,58,2,5,4,4,5,3,4,9,10,8,8,Kinesthetic,,,,,,
